match_id,player,Speed in first meter,Acceleration in first meter,Deceleration in last meter,Time to achieve Max Speed,Time needed to move 1 m,Time needed to move 0.5 m
United_Cup_2025_R32_Hurkacz_Harris,HURKACZ,0.48,6.1,-5.2,1.18,0.6,0.2
United_Cup_2025_R64_Hurkacz_Machac,HURKACZ,0.32,4.8,-3.0,0.97,0.7,0.4
United_Cup_2025_R64_Hurkacz_Ruud,HURKACZ,0.22,4.8,-2.3,0.89,0.5,0.5
AO_2025_1st_Tsitsipas_Michelsen,TSITSIPAS,0.42,5.2,-3.5,1.1,0.6,0.4
Antwerp_2024_QF_Lehecka_Tsitsipas,TSITSIPAS,0.42,5.0,-3.7,1.04,0.5,0.3
Antwerp_2024_R16_Seyboth-Wild_Tsitsipas,TSITSIPAS,0.52,3.4,-4.8,0.99,0.5,0.3
Basel_2024_QF_Tsitsipas_Fils,TSITSIPAS,0.52,6.1,-2.4,0.97,0.6,0.3
Basel_2024_R16_Tsitsipas_van-de-Zandschulp,TSITSIPAS,0.61,4.4,-4.1,0.97,0.5,0.3
Basel_2024_R32_Tsitsipas_Cerundolo,TSITSIPAS,0.56,7.1,-2.8,1.16,0.6,0.3
Cincinnati_2024_R32_Draper_Tsitsipas,TSITSIPAS,0.45,9.2,-3.7,1.0,0.7,0.4
Cincinnati_2024_R64_Struff_Tsitsipas,TSITSIPAS,0.47,5.8,-5.0,1.22,0.4,0.2
Paris_2024_QF_Zverev_Tsitsipas,TSITSIPAS,0.42,8.3,-5.1,0.89,0.5,0.3
Paris_2024_R16_Tsitsipas_Cerundolo,TSITSIPAS,0.32,5.8,-3.2,0.62,0.5,0.3
Paris_2024_R32_Tsitsipas_Tabilo,TSITSIPAS,0.4,8.4,-4.2,0.93,0.6,0.4
Paris_2024_R64_Tsitsipas_Carballes-Baena,TSITSIPAS,0.47,6.2,-4.5,0.94,0.5,0.3
Shanghai_2024_R16_Tsitsipas_Medvedev,TSITSIPAS,0.49,4.3,-3.0,0.95,0.5,0.3
Shanghai_2024_R32_Tsitsipas_Muller,TSITSIPAS,0.6,7.2,-4.3,1.02,0.6,0.3
Shanghai_2024_R64_Tsitsipas_Nishikori,TSITSIPAS,0.26,5.3,-3.5,0.97,0.4,0.2
Tokyo_2024_R32_Michelsen_Tsitsipas,TSITSIPAS,0.43,7.0,-4.4,0.97,0.6,0.4
US_Open_2024_1st_Tsitsipas_Kokkinakis,TSITSIPAS,0.42,6.7,-5.3,0.85,0.5,0.3
United_Cup_2025_R32_Tsitsipas_Carreno-Busta,TSITSIPAS,0.35,6.3,-3.9,0.99,0.6,0.3
United_Cup_2025_R32_Tsitsipas_Shevchenko,TSITSIPAS,0.34,6.0,-2.9,1.1,0.7,0.4
AO_2025_1st_Zhang_Rune,ZHANG,0.35,5.8,-3.9,0.78,0.7,0.4
Adelaide_2025_R32_Shapovalov_Zhang,ZHANG,0.26,7.1,-3.6,0.88,0.6,0.4
Almaty_2024_R32_Zhang_Karatsev,ZHANG,0.2,6.7,-4.4,0.8,0.6,0.4
Beijing_2024_R32_Davidovich-Fokina_Zhang,ZHANG,0.51,5.5,-2.2,1.12,0.5,0.3
Paris_2024_R64_Etcheverry_Zhang,ZHANG,0.18,5.7,-5.6,0.66,0.7,0.4
Shanghai_2024_1st_Zhang_Bergs,ZHANG,0.49,6.2,-5.4,1.01,0.6,0.3
United_Cup_2025_R32_Fritz_Zhang,ZHANG,0.31,5.6,-3.7,0.8,0.7,0.4
Vienna_2024_R32_Dimitrov_Zhang,ZHANG,0.32,2.9,-6.8,0.7,0.2,0.1
AO_2025_1st_Pavlyuchenkova_Yuan,PAVLYUCHENKOVA,0.32,5.0,-3.1,0.84,0.7,0.5
AO_2025_QF_Sabalenka_Pavlyuchenkova,PAVLYUCHENKOVA,0.32,6.3,-2.2,1.04,0.7,0.5
AO_2025_R16_Vekic_Pavlyuchenkova,PAVLYUCHENKOVA,0.3,5.2,-2.4,1.14,0.7,0.5
AO_2025_R32_Pavlyuchenkova_Siegemund,PAVLYUCHENKOVA,0.33,5.5,-2.5,0.95,0.8,0.5
AO_2025_R64_Pavlyuchenkova_Potapova,PAVLYUCHENKOVA,0.34,6.1,-3.1,1.08,0.7,0.5
AO_2025_QF_Paul_Zverev,PAUL,0.34,5.2,-3.8,0.9,0.6,0.3
Adelaide_2025_QF_Paul_Hijikata,PAUL,0.45,4.1,-3.6,0.65,0.4,0.2
Adelaide_2025_R16_Paul_Guinard,PAUL,0.38,5.4,-3.5,0.87,0.7,0.4
Adelaide_2025_SF_Paul_Auger-Aliassime,PAUL,0.44,4.5,-5.1,0.82,0.5,0.2
AO_2025_QF_Djokovic_Alcaraz,DJOKOVIC,0.36,5.0,-3.4,1.05,0.7,0.5
AO_2025_SF_Djokovic_Zverev,DJOKOVIC,0.29,3.8,-3.2,0.63,0.8,0.4
Acapulco_2024_Q_Cobolli_Holt,COBOLLI,0.41,6.9,-5.3,1.08,0.5,0.3
Acapulco_2024_Q_Cobolli_Lestienne,COBOLLI,0.65,6.1,-5.3,1.02,0.6,0.3
Acapulco_2024_R32_Auger-Aliassime_Cobolli,COBOLLI,0.46,5.7,-5.7,1.04,0.5,0.3
Auckland_2025_R32_Nardi_Cobolli,COBOLLI,0.27,3.8,-1.4,0.92,0.7,0.4
Beijing_2024_QF_Cobolli_Medvedev,COBOLLI,0.36,6.4,-4.4,1.16,0.6,0.4
Beijing_2024_R16_Cobolli_Kotov,COBOLLI,0.36,8.2,-4.2,0.95,0.6,0.3
Beijing_2024_R32_Bublik_Cobolli,COBOLLI,0.49,4.3,-2.8,1.32,0.6,0.3
Cincinnati_2024_R16_Hurkacz_Cobolli,COBOLLI,0.54,5.9,-5.1,0.98,0.5,0.2
Cincinnati_2024_R32_Darderi_Cobolli,COBOLLI,0.48,4.3,-3.7,0.85,0.6,0.3
Delray_Beach_2024_Q_Cobolli_Marchenko,COBOLLI,0.51,6.3,-4.7,1.22,0.6,0.3
Delray_Beach_2024_Q_Cobolli_Moreno-De-Alboran,COBOLLI,0.31,6.8,-4.3,0.92,0.5,0.2
Delray_Beach_2024_R16_Svajda_Cobolli,COBOLLI,0.51,6.2,-5.1,1.11,0.5,0.4
Delray_Beach_2024_R32_Cobolli_Daniel,COBOLLI,0.36,8.9,-7.9,0.87,0.5,0.3
Eastbourne_2024_QF_Cobolli_Harris,COBOLLI,0.45,5.5,-4.0,1.12,0.6,0.4
Eastbourne_2024_R16_Hussey_Cobolli,COBOLLI,0.68,6.0,-7.4,1.07,0.5,0.3
Eastbourne_2024_R32_Rinderknech_Cobolli,COBOLLI,0.37,7.2,-4.8,0.96,0.6,0.3
Geneva_2024_QF_Shevchenko_Cobolli,COBOLLI,0.42,9.3,-6.3,0.88,0.6,0.4
Geneva_2024_R32_Karatsev_Cobolli,COBOLLI,0.34,7.2,-5.5,0.89,0.5,0.3
Geneva_2024_SF_Cobolli_Ruud,COBOLLI,0.55,6.1,-5.7,0.9,0.5,0.3
Indian_Wells_2024_1st_Cobolli_Carballes-Baena,COBOLLI,0.38,5.8,-4.4,0.83,0.5,0.3
Jeddah_2023_RR_Cobolli_Nardi,COBOLLI,0.48,6.1,-4.3,1.06,0.6,0.3
Jeddah_2023_RR_Stricker_Cobolli,COBOLLI,0.2,6.4,-5.8,1.03,0.5,0.3
Los_Cabos_2024_Q_Cobolli_Polmans,COBOLLI,0.48,8.4,-4.3,1.0,0.6,0.3
Los_Cabos_2024_Q_Cobolli_Shimabukuro,COBOLLI,0.46,6.2,-4.5,1.03,0.6,0.3
Los_Cabos_2024_R32_Cobolli_Nishioka,COBOLLI,0.47,7.4,-6.1,0.77,0.5,0.2
Madrid_2024_1st_Tabilo_Cobolli,COBOLLI,0.45,6.6,-5.1,1.02,0.7,0.4
Madrid_2024_R32_Cobolli_Khachanov,COBOLLI,0.43,4.7,-4.2,1.11,0.7,0.4
Madrid_2024_R64_Jarry_Cobolli,COBOLLI,0.37,8.3,-7.9,0.93,0.6,0.3
Miami_2024_1st_Nishioka_Cobolli,COBOLLI,0.39,7.8,-4.7,0.8,0.6,0.3
Miami_2024_R64_Norrie_Cobolli,COBOLLI,0.49,5.5,-5.8,0.82,0.5,0.3
Monte_Carlo_2024_Q_Nagal_Cobolli,COBOLLI,0.24,7.0,-4.3,0.98,0.6,0.4
Montpellier_2025_R16_de-Jong_Cobolli,COBOLLI,0.3,6.7,-3.3,1.17,0.7,0.5
Pune_2023_R16_Cobolli_van-de-Zandschulp,COBOLLI,0.44,5.0,-7.1,0.92,0.6,0.3
Pune_2023_R32_Cobolli_Sasikumar,COBOLLI,0.46,5.0,-4.6,0.71,0.6,0.3
Rogers_cup_2024_R32_Cobolli_Rinderknech,COBOLLI,0.37,5.0,-4.4,0.92,0.5,0.4
Rogers_cup_2024_R64_Auger-Aliassime_Cobolli,COBOLLI,0.69,5.8,-3.6,1.24,0.7,0.4
Rome_2024_1st_Marterer_Cobolli,COBOLLI,0.4,5.4,-6.5,1.09,0.5,0.2
Rotterdam_2025_R32_Cobolli_Hurkacz,COBOLLI,0.28,4.7,-2.4,1.3,0.5,0.3
Shanghai_2024_R32_Cobolli_Djokovic,COBOLLI,0.36,5.5,-3.8,0.83,0.7,0.4
Shanghai_2024_R64_Cobolli_Wawrinka,COBOLLI,0.45,5.8,-5.3,1.0,0.6,0.3
Umag_2024_R16_Cobolli_Lajovic,COBOLLI,0.55,6.4,-5.5,1.06,0.6,0.3
Umag_2024_R32_Navone_Cobolli,COBOLLI,0.42,8.5,-8.0,0.94,0.6,0.4
Vienna_2024_R16_Cobolli_de-Minaur,COBOLLI,0.26,5.3,-3.3,0.89,0.6,0.3
Washington_2024_QF_Cobolli_Michelsen,COBOLLI,0.56,8.9,-4.9,1.03,0.7,0.3
Washington_2024_R32_Goffin_Cobolli,COBOLLI,0.46,5.0,-4.5,0.76,0.6,0.3
Dallas_2025_R32_Paul_Brooksby,PAUL,0.32,5.4,-3.2,0.89,0.6,0.4
Rotterdam_2025_R32_Rublev_Zhang,ZHANG,0.52,0.8,-4.5,0.47,0.4,0.2
Rotterdam_2025_R32_Tsitsipas_Mayot,TSITSIPAS,0.44,7.0,-3.7,1.26,0.7,0.4
Rotterdam_2025_R32_Cobolli_Hurkacz,HURKACZ,0.34,5.0,-3.5,1.04,0.7,0.5
Rotterdam_2025_R16_Lehecka_Hurkacz,HURKACZ,0.44,6.9,-5.0,1.04,0.7,0.5
Rotterdam_2025_R32_Fils_Lestienne,FILS,0.31,5.8,-1.7,1.06,0.7,0.5
AO_2025_1st_Shelton_Nakashima,NAKASHIMA,0.3,4.9,-1.9,0.93,0.6,0.5
Adelaide_2025_R16_Hijikata_Nakashima,NAKASHIMA,0.16,4.4,-2.6,0.62,0.5,0.3
Adelaide_2025_R32_Hanfmann_Nakashima,NAKASHIMA,0.29,5.3,-2.8,0.85,0.7,0.5
Dallas_2025_R32_Nishioka_Nakashima,NAKASHIMA,0.33,6.0,-2.9,0.63,0.7,0.5
Hong_Kong_2025_R32_Sonego_Nakashima,NAKASHIMA,0.38,6.5,-3.1,1.12,0.6,0.4
Paris_2024_R64_Humbert_Nakashima,NAKASHIMA,0.35,5.4,-5.3,0.76,0.6,0.4
Shanghai_2024_R64_Watanuki_Nakashima,NAKASHIMA,0.57,3.7,-5.9,0.89,0.5,0.2
Stockholm_2024_R32_Wawrinka_Nakashima,NAKASHIMA,0.46,5.6,-4.3,1.08,0.6,0.3
Tokyo_2024_R16_Nakashima_Humbert,NAKASHIMA,0.41,5.6,-4.5,0.86,0.6,0.4
Tokyo_2024_R32_Tiafoe_Nakashima,NAKASHIMA,0.4,7.2,-7.4,0.96,0.6,0.3
Vienna_2024_R16_Khachanov_Nakashima,NAKASHIMA,0.52,6.8,-4.4,1.07,0.6,0.4
Vienna_2024_R32_Nakashima_Paul,NAKASHIMA,0.44,5.2,-5.9,0.74,0.5,0.3
AO_2024_1st_Kecmanovic_Watanuki,KECMANOVIC,0.25,5.6,-1.8,1.11,0.6,0.5
AO_2025_R32_Kecmanovic_Rune,KECMANOVIC,0.34,4.2,-3.1,0.67,0.7,0.4
AO_2025_R64_Hurkacz_Kecmanovic,KECMANOVIC,0.39,4.7,-3.6,0.93,0.7,0.4
Acapulco_2024_QF_Kecmanovic_Draper,KECMANOVIC,0.48,6.1,-5.5,0.64,0.6,0.3
Acapulco_2024_R16_Altmaier_Kecmanovic,KECMANOVIC,0.42,7.7,-6.0,0.84,0.7,0.3
Acapulco_2024_R32_Kecmanovic_Schwartzman,KECMANOVIC,0.39,7.3,-5.6,0.77,0.6,0.4
Adelaide_2024_1st_McDonald_Kecmanovic,KECMANOVIC,0.41,4.8,-3.8,1.04,0.5,0.4
Adelaide_2024_R64_Kecmanovic_Draper,KECMANOVIC,0.35,5.8,-3.9,1.05,0.7,0.5
Adelaide_2025_QF_Kecmanovic_Bonzi,KECMANOVIC,0.37,6.5,-5.1,1.12,0.7,0.4
Adelaide_2025_R32_Bublik_Kecmanovic,KECMANOVIC,0.28,8.4,-6.6,2.36,0.6,0.5
Adelaide_2025_SF_Kecmanovic_Korda,KECMANOVIC,0.35,7.2,-4.1,1.06,0.6,0.3
Beijing_2024_R32_Griekspoor_Kecmanovic,KECMANOVIC,0.4,7.7,-3.6,1.0,0.6,0.4
Cincinnati_2024_R64_Nishioka_Kecmanovic,KECMANOVIC,0.42,7.7,-6.5,0.96,0.7,0.5
Dallas_2025_R32_Kecmanovic_Shapovalov,KECMANOVIC,0.39,5.8,-2.5,1.05,0.6,0.4
Delray_Beach_2024_R32_Kypson_Kecmanovic,KECMANOVIC,0.46,4.1,-5.2,0.51,0.6,0.3
Eastbourne_2024_R16_Kecmanovic_Baez,KECMANOVIC,0.36,6.8,-4.8,0.92,0.6,0.4
Eastbourne_2024_R32_Kecmanovic_Zhang,KECMANOVIC,0.42,6.4,-5.7,0.74,0.6,0.4
Hertogenbosch_2024_R32_Griekspoor_Kecmanovic,KECMANOVIC,0.34,6.8,-3.8,1.0,0.6,0.4
Hong_Kong_2024_R16_Tiafoe_Kecmanovic,KECMANOVIC,0.48,5.8,-4.2,0.94,0.6,0.3
Hong_Kong_2024_R32_Kecmanovic_Daniel,KECMANOVIC,0.4,7.6,-4.6,0.86,0.6,0.4
Hong_Kong_2025_R16_Kecmanovic_Muller,KECMANOVIC,0.42,5.5,-3.5,1.21,0.7,0.4
Hong_Kong_2025_R32_Darderi_Kecmanovic,KECMANOVIC,0.49,3.3,-3.0,0.94,0.7,0.4
Indian_Wells_2024_1st_Sonego_Kecmanovic,KECMANOVIC,0.46,7.5,-3.4,1.07,0.6,0.4
Los_Cabos_2024_R32_Kecmanovic_Hijikata,KECMANOVIC,0.46,1.8,-11.6,1.03,0.5,0.3
Madrid_2024_1st_Zhang_Kecmanovic,KECMANOVIC,0.4,3.9,-6.2,0.77,0.5,0.3
Madrid_2024_R64_Kecmanovic_Ruud,KECMANOVIC,0.45,8.5,-5.4,1.04,0.7,0.4
Miami_2024_1st_Kecmanovic_Shang,KECMANOVIC,0.44,6.4,-5.4,0.89,0.6,0.4
Paris_2024_Q_Giron_Kecmanovic,KECMANOVIC,0.35,7.4,-4.5,0.84,0.6,0.4
Paris_2024_Q_Kotov_Kecmanovic,KECMANOVIC,0.53,4.9,-5.0,1.03,0.5,0.3
Paris_2024_R32_de-Minaur_Kecmanovic,KECMANOVIC,0.51,5.6,-5.5,0.86,0.7,0.4
Paris_2024_R64_Baez_Kecmanovic,KECMANOVIC,0.42,5.9,-4.8,0.88,0.7,0.4
Rogers_cup_2024_R64_Borges_Kecmanovic,KECMANOVIC,0.41,6.1,-4.1,0.89,0.6,0.4
Rome_2024_1st_Kecmanovic_Nakashima,KECMANOVIC,0.29,11.7,-13.4,0.69,0.5,0.3
Rome_2024_R32_Monteiro_Kecmanovic,KECMANOVIC,0.48,6.0,-4.6,0.93,0.6,0.4
Rome_2024_R64_Kecmanovic_Ruud,KECMANOVIC,0.36,8.3,-7.0,0.99,0.6,0.4
Shanghai_2024_1st_Kecmanovic_Hijikata,KECMANOVIC,0.5,6.0,-5.6,0.82,0.6,0.3
Shanghai_2024_R64_Popyrin_Kecmanovic,KECMANOVIC,0.46,6.2,-4.9,0.93,0.6,0.3
Stockholm_2024_QF_Paul_Kecmanovic,KECMANOVIC,0.47,7.2,-4.4,0.9,0.6,0.3
Stockholm_2024_R16_Kecmanovic_Jarry,KECMANOVIC,0.46,5.5,-4.6,0.94,0.5,0.3
Stockholm_2024_R32_Norrie_Kecmanovic,KECMANOVIC,0.4,7.1,-4.9,0.89,0.7,0.4
Vienna_2024_R16_Mensik_Kecmanovic,KECMANOVIC,0.48,8.8,-4.9,0.89,0.6,0.3
Vienna_2024_R32_Kecmanovic_Navone,KECMANOVIC,0.45,5.5,-5.1,0.65,0.5,0.3
Washington_2024_R16_Shapovalov_Kecmanovic,KECMANOVIC,0.41,7.1,-5.3,0.88,0.6,0.4
Washington_2024_R32_Wolf_Kecmanovic,KECMANOVIC,0.31,7.7,-5.0,0.86,0.5,0.3
Wimbledon_2024_R32_Sinner_Kecmanovic,KECMANOVIC,0.53,5.3,-4.2,0.96,0.5,0.3
AO_2024_1st_Altmaier_Khachanov,ALTMAIER,0.26,4.3,-3.3,0.73,0.7,0.4
AO_2025_R64_Altmaier_Monfils,ALTMAIER,0.36,5.5,-2.8,1.09,0.7,0.5
Acapulco_2024_R16_Altmaier_Kecmanovic,ALTMAIER,0.41,5.0,-5.7,0.88,0.5,0.3
Acapulco_2024_R32_Zverev_Altmaier,ALTMAIER,0.44,6.0,-5.0,1.07,0.5,0.3
Antwerp_2024_R16_Lehecka_Altmaier,ALTMAIER,0.38,7.3,-4.2,1.32,0.5,0.3
Antwerp_2024_R32_Bailly_Altmaier,ALTMAIER,0.47,6.4,-2.6,1.08,0.6,0.3
Auckland_2025_Q_Basavareddy_Altmaier,ALTMAIER,0.3,5.9,-3.2,0.84,0.7,0.5
Auckland_2025_Q_Broom_Altmaier,ALTMAIER,0.34,5.4,-3.6,1.04,0.7,0.4
Auckland_2025_R32_Carballes-baena_Altmaier,ALTMAIER,0.42,4.7,-3.9,0.82,0.7,0.4
Basel_2024_Q_Altmaier_Fearnley,ALTMAIER,0.49,6.5,-3.4,1.15,0.7,0.5
Basel_2024_Q_de-Jong_Altmaier,ALTMAIER,0.5,5.0,-3.2,1.03,0.5,0.3
Basel_2024_R32_Altmaier_Fils,ALTMAIER,0.42,6.6,-3.8,1.28,0.5,0.3
Brisbane_2024_1st_Tu_Altmaier,ALTMAIER,0.36,6.1,-4.3,0.92,0.6,0.4
Brisbane_2024_R64_Altmaier_Dimitrov,ALTMAIER,0.28,5.5,-2.4,0.7,0.7,0.5
Cincinnati_2024_Q_Altmaier_Moutet,ALTMAIER,0.4,4.2,-5.9,0.96,0.5,0.3
Hong_Kong_2025_Q_Altmaier_Moro-Canas,ALTMAIER,0.32,6.1,-3.6,1.04,0.7,0.5
Indian_Wells_2024_1st_Pouille_Altmaier,ALTMAIER,0.43,6.3,-5.3,1.02,0.6,0.3
Madrid_2024_1st_Altmaier_Landaluce,ALTMAIER,0.46,6.4,-5.7,1.04,0.6,0.3
Madrid_2024_R32_Hurkacz_Altmaier,ALTMAIER,0.36,6.1,-6.1,1.04,0.5,0.3
Madrid_2024_R64_Altmaier_Fils,ALTMAIER,0.4,8.1,-6.8,0.79,0.7,0.4
Miami_2024_1st_Altmaier_Mayot,ALTMAIER,0.5,6.3,-5.3,0.99,0.6,0.3
Miami_2024_R64_Altmaier_Struff,ALTMAIER,0.55,7.9,-4.2,1.03,0.6,0.3
Monte_Carlo_2024_Q_Altmaier_Moutet,ALTMAIER,0.61,11.9,-13.2,1.01,0.5,0.2
Monte_Carlo_2024_Q_Altmaier_Van-Assche,ALTMAIER,0.51,6.4,-5.0,1.01,0.6,0.4
Monte_Carlo_2024_R64_Cerundolo_Altmaier,ALTMAIER,0.42,5.3,-4.8,0.85,0.6,0.3
Montpellier_2025_R32_Bu_Altmaier,ALTMAIER,0.27,4.5,-2.7,0.79,0.7,0.4
RG_2024_R64_Altmaier_Tsitsipas,ALTMAIER,0.44,7.2,-5.3,1.12,0.5,0.3
Rogers_cup_2024_Q_Altmaier_Hijikata,ALTMAIER,0.46,5.2,-5.1,0.98,0.6,0.3
Rome_2024_1st_Altmaier_Nardi,ALTMAIER,0.7,7.3,-4.9,1.03,0.6,0.3
Rotterdam_2025_Q_Altmaier_Lestienne,ALTMAIER,0.47,4.5,-2.7,1.06,0.8,0.5
Rotterdam_2025_Q_Altmaier_Sanchez-Jover,ALTMAIER,0.28,4.4,-2.9,0.94,0.7,0.5
Rotterdam_2025_R32_Kovacevic_Altmaier,ALTMAIER,0.41,5.0,-4.1,0.94,0.7,0.4
Rotterdam_2025_R16_Fils_Altmaier,FILS,0.34,5.9,-4.1,1.07,0.6,0.4
AO_2025_QF_Djokovic_Alcaraz,ALCARAZ,0.36,5.1,-2.6,0.9,0.6,0.4
Beijing_2024_F_Sinner_Alcaraz,ALCARAZ,0.5,4.1,-3.2,0.78,0.5,0.2
Indian-Wells_2023_F_Alcaraz_Medvedev,ALCARAZ,0.54,2.2,-4.3,0.9,0.6,0.3
Indian-Wells_2023_QF_Alcaraz_Auger-Aliassime,ALCARAZ,0.57,4.5,-2.3,1.04,0.5,0.3
Indian-Wells_2023_R16_Alcaraz_Draper,ALCARAZ,0.41,5.6,-3.3,0.88,0.7,0.4
Indian-Wells_2023_R32_Alcaraz_Griekspoor,ALCARAZ,,,,,,
Indian-Wells_2023_R64_Alcaraz_Kokkinakis,ALCARAZ,1.24,4.3,-4.7,1.58,0.8,0.5
Indian-Wells_2023_SF_Alcaraz_Sinner,ALCARAZ,0.44,4.8,-3.3,0.89,0.5,0.3
Indian_Wells_2024_SF_Sinner_Alcaraz,ALCARAZ,0.39,4.5,-4.5,0.84,0.5,0.3
Madrid_2023_F_Alcaraz_Struff,ALCARAZ,0.41,5.2,-2.9,1.02,0.5,0.3
Madrid_2023_QF_Alcaraz_Khachanov,ALCARAZ,0.54,5.4,-6.3,0.63,0.4,0.2
Madrid_2023_R16_Alcaraz_Zverev,ALCARAZ,0.28,5.8,0.5,0.92,0.5,0.3
Madrid_2023_R32_Alcaraz_Dimitrov,ALCARAZ,0.54,4.9,-5.3,0.83,0.5,0.3
Madrid_2023_R64_Alcaraz_Ruusuvuori,ALCARAZ,0.38,5.0,-4.0,1.09,0.5,0.2
Madrid_2023_SF_Alcaraz_Coric,ALCARAZ,0.48,3.7,-4.1,0.58,0.5,0.2
Miami_2023_QF_Alcaraz_Fritz,ALCARAZ,0.44,5.3,-5.6,1.04,0.5,0.3
Miami_2023_R16_Alcaraz_Paul,ALCARAZ,0.32,6.3,-5.7,0.75,0.5,0.3
Miami_2023_R32_Alcaraz_Lajovic,ALCARAZ,0.55,5.3,-4.8,1.21,0.6,0.3
Miami_2023_R64_Alcaraz_Bagnis,ALCARAZ,0.36,7.9,-3.1,0.78,0.5,0.3
Miami_2023_SF_Alcaraz_Sinner,ALCARAZ,0.3,5.1,-4.1,0.66,0.5,0.3
Queens_2024_R16_Alcaraz_Draper,ALCARAZ,0.48,7.6,-5.6,0.82,0.5,0.3
Queens_2024_R32_Alcaraz_Cerundolo,ALCARAZ,0.41,5.3,-4.2,0.94,0.6,0.4
RG_2024_QF_Tsitsipas_Alcaraz,ALCARAZ,0.42,5.0,-3.8,1.28,0.5,0.3
Rome_2023_R32_Marozsan_Alcaraz,ALCARAZ,0.28,5.3,-4.6,0.58,0.6,0.3
Rome_2023_R64_Ramos-Vinolas_Alcaraz,ALCARAZ,0.51,5.0,-3.7,0.93,0.6,0.3
Dallas_2025_QF_Paul_Opelka,PAUL,0.3,4.4,-3.3,0.76,0.5,0.2
Dallas_2025_R16_Paul_Quinn,PAUL,0.3,6.8,-2.9,1.12,0.6,0.4
Dallas_2025_SF_Shapovalov_Paul,PAUL,0.41,5.0,-6.0,0.79,0.6,0.3
Rotterdam_2025_QF_Rublev_Hurkacz,HURKACZ,0.4,5.0,-4.5,0.56,0.7,0.4
Rotterdam_2025_SF_Alcaraz_Hurkacz,HURKACZ,0.26,4.4,-3.1,1.03,0.6,0.4
Doha_2025_R64_Frech_Haddad-Maia,HADDAD MAIA,0.48,4.2,-3.6,1.07,0.6,0.3
Doha_2025_R32_Fernandez_Navarro,NAVARRO,0.45,4.2,-5.3,0.92,0.5,0.3
Doha_2025_R32_Sakkari_Swiatek,SWIATEK,0.41,6.3,-4.1,0.78,0.6,0.3
Doha_2025_R32_Gauff_Kostyuk,GAUFF,0.38,5.5,-5.0,0.83,0.6,0.4
Doha_2025_R16_Noskova_Swiatek,SWIATEK,0.44,5.9,-5.6,1.04,0.6,0.3
Doha_2025_QF_Rybakina_Swiatek,SWIATEK,0.44,4.1,-5.3,0.91,0.5,0.3
Doha_2025_SF_Ostapenko_Swiatek,SWIATEK,0.84,1.5,-2.7,2.04,0.3,0.2
AO_2025_1st_Rublev_Fonseca,FONSECA,0.3,5.9,-2.4,0.78,0.7,0.4
AO_2025_R64_Fonseca_Sonego,FONSECA,0.3,5.9,-3.1,1.45,0.7,0.5
Buenos_Aires_2025_F_Cerundolo_Fonseca,FONSECA,0.32,4.2,-2.4,0.48,0.9,0.6
Buenos_Aires_2025_QF_Fonseca_Navone,FONSECA,0.37,4.1,-1.7,0.93,0.6,0.4
Buenos_Aires_2025_R16_Fonseca_Coria,FONSECA,0.27,4.8,-2.3,1.11,0.6,0.4
Buenos_Aires_2025_R32_Etcheverry_Fonseca,FONSECA,0.29,4.2,-2.0,0.68,0.6,0.4
Buenos_Aires_2025_SF_Djere_Fonseca,FONSECA,0.56,5.3,-3.1,0.71,0.6,0.4
AO_2025_1st_Shelton_Nakashima,SHELTON,0.32,3.6,-2.9,1.05,0.7,0.4
AO_2025_R64_Shelton_Carreno-Busta,SHELTON,0.33,4.6,-3.2,0.87,0.7,0.4
Acapulco_2024_QF_Ruud_Shelton,SHELTON,0.41,5.5,-5.2,0.77,0.5,0.3
Acapulco_2024_R16_Shelton_Arnaldi,SHELTON,0.52,5.5,-4.8,0.99,0.6,0.3
Acapulco_2024_R32_Evans_Shelton,SHELTON,0.48,4.4,-4.9,0.96,0.6,0.3
Atlanta_2024_R16_Shelton_Shang,SHELTON,0.43,5.2,-5.2,1.13,0.6,0.4
Auckland_2024_QF_Shelton_Carballes-Baena,SHELTON,0.4,4.7,-4.8,1.12,0.5,0.3
Auckland_2024_R16_Shelton_Marozsan,SHELTON,0.43,7.5,-5.3,1.26,0.5,0.3
Auckland_2024_SF_Shelton_Daniel,SHELTON,0.51,4.1,-5.1,0.92,0.6,0.3
Auckland_2025_R16_Shelton_Mensik,SHELTON,0.18,4.2,-3.0,0.88,0.7,0.4
Basel_2024_F_Shelton_Mpetshi-Perricard,SHELTON,0.6,3.9,-3.4,0.84,0.6,0.3
Basel_2024_QF_Rublev_Shelton,SHELTON,0.42,4.7,-5.5,0.85,0.5,0.3
Basel_2024_R16_Wawrinka_Shelton,SHELTON,0.31,5.2,-4.1,1.06,0.6,0.3
Basel_2024_R32_Etcheverry_Shelton,SHELTON,0.43,5.3,-5.5,1.0,0.6,0.3
Basel_2024_SF_Shelton_Fils,SHELTON,0.59,3.8,-4.7,1.28,0.6,0.3
Brisbane_2024_R32_Shelton_Safiullin,SHELTON,0.49,6.5,-4.6,0.95,0.5,0.3
Cincinnati_2024_R16_Shelton_Marozsan,SHELTON,0.42,5.8,-4.7,0.87,0.4,0.2
Cincinnati_2024_R32_Shelton_Etcheverry,SHELTON,0.46,4.5,-4.6,0.91,0.6,0.4
Cincinnati_2024_R64_Shelton_Opelka,SHELTON,0.5,5.1,-7.3,0.99,0.7,0.3
