match_id,set_number,player,Speed in first meter,Acceleration in first meter,Deceleration in last meter,Time to achieve Max Speed,Time needed to move 1 m,Time needed to move 0.5 m
Indian_Wells_2025_R32_Yastremska_Swiatek,ALL,SWIATEK,0.42,2.1,-6.0,0.62,0.5,0.3
Indian_Wells_2025_R64_Garcia_Swiatek,ALL,SWIATEK,0.54,3.8,-4.4,1.41,0.6,0.3
Indian_Wells_2025_SF_Andreeva_Swiatek,ALL,SWIATEK,0.56,4.5,-4.5,1.01,0.5,0.3
Madrid_2023_F_Swiatek_Sabalenka,ALL,SWIATEK,0.39,5.0,-3.7,0.88,0.6,0.3
Madrid_2023_QF_Swiatek_Martic,ALL,SWIATEK,0.29,4.6,-4.7,0.92,0.6,0.4
Madrid_2023_R16_Swiatek_Alexandrova,ALL,SWIATEK,0.49,5.5,-4.0,0.85,0.6,0.4
Madrid_2023_R32_Swiatek_Pera,ALL,SWIATEK,0.47,7.3,-4.0,1.46,0.7,0.4
Madrid_2023_R64_Swiatek_Grabher,ALL,SWIATEK,0.35,6.8,-4.5,0.81,0.6,0.4
Madrid_2023_SF_Swiatek_Kudermetova,ALL,SWIATEK,0.32,6.5,-4.6,0.84,0.6,0.3
Madrid_2024_F_Swiatek_Sabalenka,ALL,SWIATEK,0.36,6.6,-4.8,0.85,0.6,0.3
Madrid_2024_QF_Swiatek_Haddad-Maia,ALL,SWIATEK,0.62,7.0,-4.2,1.01,0.6,0.4
Madrid_2024_R16_Swiatek_Sorribes-Tormo,ALL,SWIATEK,0.85,5.1,-4.3,1.16,0.8,0.5
Madrid_2024_R32_Swiatek_Cirstea,ALL,SWIATEK,0.28,6.7,-5.1,0.79,0.6,0.4
Madrid_2024_R64_Swiatek_Wang,ALL,SWIATEK,0.46,4.5,-4.1,0.82,0.6,0.3
Madrid_2024_SF_Swiatek_Keys,ALL,SWIATEK,0.28,6.1,-4.0,0.88,0.6,0.4
Miami_2024_R16_Swiatek_Alexandrova,ALL,SWIATEK,0.43,4.4,-3.2,0.99,0.6,0.4
Miami_2024_R32_Swiatek_Noskova,ALL,SWIATEK,0.46,5.0,-4.6,0.93,0.6,0.3
Miami_2024_R64_Swiatek_Giorgi,ALL,SWIATEK,0.34,5.7,-5.2,0.81,0.6,0.4
Miami_2025_QF_Eala_Swiatek,ALL,SWIATEK,0.57,4.3,-4.3,1.03,0.5,0.3
Miami_2025_R16_Svitolina_Swiatek,ALL,SWIATEK,0.4,4.5,-3.4,0.96,0.5,0.3
Miami_2025_R32_Mertens_Swiatek,ALL,SWIATEK,0.41,5.8,-3.7,0.88,0.5,0.3
Miami_2025_R64_Garcia_Swiatek,ALL,SWIATEK,0.38,5.2,-3.3,1.1,0.6,0.3
RG_2024_1st_Swiatek_Jeanjean,ALL,SWIATEK,0.42,7.0,-5.4,1.21,0.6,0.4
RG_2024_F_Swiatek_Paolini,ALL,SWIATEK,0.44,6.7,-5.2,0.89,0.6,0.4
RG_2024_QF_Swiatek_Vondrousova,ALL,SWIATEK,0.36,4.0,-4.4,0.68,0.5,0.3
RG_2024_R16_Swiatek_Potapova,ALL,SWIATEK,0.34,3.6,-5.3,0.54,0.5,0.3
RG_2024_R32_Swiatek_Bouzkova,ALL,SWIATEK,0.46,4.4,-5.2,0.78,0.5,0.3
RG_2024_R64_Swiatek_Osaka,ALL,SWIATEK,0.35,5.6,-3.9,0.78,0.6,0.3
RG_2024_SF_Swiatek_Gauff,ALL,SWIATEK,0.41,5.2,-4.9,0.91,0.6,0.3
Rome_2023_R16_Swiatek_Vekic,ALL,SWIATEK,0.55,5.0,-4.4,1.03,0.6,0.4
Rome_2023_R32_Swiatek_Tsurenko,ALL,SWIATEK,0.42,5.1,-4.0,0.89,0.5,0.2
Rome_2024_F_Swiatek_Sabalenka,ALL,SWIATEK,0.39,5.4,-5.6,0.65,0.5,0.2
Rome_2024_QF_Swiatek_Keys,ALL,SWIATEK,0.31,4.6,-4.0,1.07,0.5,0.3
Rome_2024_R16_Swiatek_Kerber,ALL,SWIATEK,0.5,4.1,-4.2,0.83,0.6,0.3
Rome_2024_R32_Swiatek_Putintseva,ALL,SWIATEK,0.47,3.8,-4.9,1.22,0.5,0.3
Rome_2024_R64_Swiatek_Pera,ALL,SWIATEK,0.22,4.6,-4.2,0.43,0.5,0.3
Rome_2024_SF_Swiatek_Gauff,ALL,SWIATEK,0.4,6.3,-4.6,0.8,0.6,0.3
US_Open_2024_1st_Swiatek_Rakhimova,ALL,SWIATEK,0.48,3.6,-5.5,0.84,0.5,0.3
US_Open_2024_QF_Swiatek_Pegula,ALL,SWIATEK,0.36,5.7,-5.2,0.87,0.6,0.4
US_Open_2024_R16_Swiatek_Samsonova,ALL,SWIATEK,0.51,6.6,-3.6,1.19,0.7,0.4
US_Open_2024_R32_Swiatek_Pavlyuchenkova,ALL,SWIATEK,0.49,4.8,-3.6,1.02,0.6,0.3
US_Open_2024_R64_Swiatek_Shibahara,ALL,SWIATEK,1.24,2.3,-3.6,1.81,0.6,0.3
United_Cup_2024_1st_Swiatek_Haddad-Maia,ALL,SWIATEK,0.42,5.9,-4.5,0.82,0.7,0.4
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,ALL,SWIATEK,0.46,5.4,-4.6,1.01,0.7,0.3
United_Cup_2024_QF_Swiatek_Kerber,ALL,SWIATEK,0.39,6.8,-4.4,1.01,0.7,0.4
United_Cup_2024_R16_Swiatek_Garcia,ALL,SWIATEK,0.35,4.1,-3.0,1.1,0.7,0.4
United_Cup_2024_R32_Swiatek_Zheng,ALL,SWIATEK,0.37,4.6,-3.4,0.76,0.7,0.4
United_Cup_2025_QF_Gauff_Swiatek,ALL,SWIATEK,0.37,4.5,-2.8,0.93,0.7,0.4
United_Cup_2025_R16_Rybakina_Swiatek,ALL,SWIATEK,0.44,4.3,-3.6,0.78,0.7,0.4
United_Cup_2025_R32_Swiatek_Boulter,ALL,SWIATEK,0.39,3.8,-3.5,0.68,0.7,0.4
United_Cup_2025_R64_Swiatek_Helgø,ALL,SWIATEK,0.36,3.9,-3.0,0.98,0.8,0.5
United_Cup_2025_R64_Swiatek_Muchova,ALL,SWIATEK,0.4,5.1,-3.7,1.4,0.7,0.4
WTA_Finals_2024_R32_Swiatek_Gauff,ALL,SWIATEK,0.44,5.6,-2.6,0.89,0.5,0.3
WTA_Finals_2024_R32_Swiatek_Kasatkina,ALL,SWIATEK,0.55,6.7,-3.4,1.02,0.6,0.5
WTA_Finals_2024_R32_Swiatek_Krejcikova,ALL,SWIATEK,0.4,4.1,-3.9,0.8,0.5,0.3
Madrid_2025_QF_Keys_Swiatek,1,SWIATEK,0.31,6.9,-4.3,0.88,0.7,0.4
Madrid_2025_QF_Keys_Swiatek,2,SWIATEK,0.53,0.5,-5.4,0.25,0.5,0.2
Madrid_2025_QF_Keys_Swiatek,3,SWIATEK,0.87,2.9,-2.8,0.23,0.5,0.3
Madrid_2025_R16_Shnaider_Swiatek,1,SWIATEK,0.49,5.9,-5.8,1.1,0.6,0.3
Madrid_2025_R16_Shnaider_Swiatek,2,SWIATEK,0.53,4.3,-4.7,0.98,0.7,0.4
Madrid_2025_R16_Shnaider_Swiatek,3,SWIATEK,0.42,5.4,-1.7,0.98,0.7,0.4
Madrid_2025_R32_Noskova_Swiatek,1,SWIATEK,0.42,5.3,-3.8,1.04,0.7,0.4
Madrid_2025_R32_Noskova_Swiatek,2,SWIATEK,0.23,4.3,-3.2,0.79,0.6,0.3
Madrid_2025_R64_Eala_Swiatek,1,SWIATEK,0.49,4.2,-5.6,1.01,0.6,0.3
Madrid_2025_R64_Eala_Swiatek,2,SWIATEK,0.48,5.4,-2.8,1.04,0.6,0.4
Madrid_2025_R64_Eala_Swiatek,3,SWIATEK,0.6,6.0,-5.2,1.12,0.7,0.4
Madrid_2025_SF_Gauff_Swiatek,1,SWIATEK,0.28,7.3,-3.4,0.69,0.5,0.4
Madrid_2025_SF_Gauff_Swiatek,2,SWIATEK,0.61,6.0,-4.2,0.76,0.7,0.4
Madrid_2025_QF_Keys_Swiatek,ALL,SWIATEK,0.53,3.5,-4.4,0.48,0.5,0.3
Madrid_2025_R16_Shnaider_Swiatek,ALL,SWIATEK,0.49,5.0,-4.3,1.01,0.6,0.4
Madrid_2025_R32_Noskova_Swiatek,ALL,SWIATEK,0.35,4.9,-3.6,0.95,0.6,0.4
Madrid_2025_R64_Eala_Swiatek,ALL,SWIATEK,0.51,5.1,-4.4,1.05,0.6,0.4
Madrid_2025_SF_Gauff_Swiatek,ALL,SWIATEK,0.48,6.5,-3.9,0.73,0.6,0.4
