match_id,set_number,player,Speed in first meter,Acceleration in first meter,Deceleration in last meter,Time to achieve Max Speed,Time needed to move 1 m,Time needed to move 0.5 m
Indian_Wells_2024_SF_Swiatek_Kostyuk,ALL,SWIATEK,0.35,5.6,-4.3,0.92,0.6,0.4
Indian_Wells_2025_QF_Zheng_Swiatek,ALL,SWIATEK,0.46,4.2,-4.1,0.88,0.6,0.3
Indian_Wells_2025_R16_Muchova_Swiatek,ALL,SWIATEK,0.28,3.8,-5.9,0.82,0.5,0.3
Indian_Wells_2025_R32_Yastremska_Swiatek,ALL,SWIATEK,0.53,4.6,-4.8,0.96,0.5,0.3
Indian_Wells_2025_R64_Garcia_Swiatek,ALL,SWIATEK,0.53,4.0,-5.4,0.94,0.6,0.3
Indian_Wells_2025_SF_Andreeva_Swiatek,ALL,SWIATEK,0.55,4.2,-4.6,0.98,0.5,0.3
Madrid_2023_F_Swiatek_Sabalenka,ALL,SWIATEK,0.41,5.4,-4.7,0.84,0.5,0.3
Madrid_2023_QF_Swiatek_Martic,ALL,SWIATEK,0.38,6.1,-5.6,1.24,0.6,0.3
Madrid_2023_R16_Swiatek_Alexandrova,ALL,SWIATEK,0.39,5.5,-4.5,1.06,0.6,0.4
Madrid_2023_R32_Swiatek_Pera,ALL,SWIATEK,0.35,7.0,-5.9,0.89,0.6,0.4
Madrid_2023_R64_Swiatek_Grabher,ALL,SWIATEK,0.32,6.6,-4.9,0.86,0.6,0.4
Madrid_2023_SF_Swiatek_Kudermetova,ALL,SWIATEK,0.45,5.7,-4.4,1.03,0.6,0.4
Madrid_2024_F_Swiatek_Sabalenka,ALL,SWIATEK,0.42,6.6,-4.6,1.02,0.6,0.3
Madrid_2024_QF_Swiatek_Haddad-Maia,ALL,SWIATEK,0.45,6.0,-5.6,0.96,0.6,0.3
Madrid_2024_R16_Swiatek_Sorribes-Tormo,ALL,SWIATEK,0.74,3.3,-4.9,0.84,0.7,0.4
Madrid_2024_R32_Swiatek_Cirstea,ALL,SWIATEK,0.37,5.3,-4.4,0.79,0.6,0.4
Madrid_2024_R64_Swiatek_Wang,ALL,SWIATEK,0.4,6.3,-4.6,0.83,0.6,0.4
Madrid_2024_SF_Swiatek_Keys,ALL,SWIATEK,0.49,5.6,-5.2,0.86,0.5,0.3
Miami_2024_R16_Swiatek_Alexandrova,ALL,SWIATEK,0.51,0.6,-5.7,0.89,0.5,0.3
Miami_2024_R32_Swiatek_Noskova,ALL,SWIATEK,0.42,4.8,-4.9,1.0,0.5,0.3
Miami_2024_R64_Swiatek_Giorgi,ALL,SWIATEK,0.67,3.9,-3.8,0.52,0.5,0.3
Miami_2025_QF_Eala_Swiatek,ALL,SWIATEK,0.52,4.0,-6.2,0.76,0.5,0.3
Miami_2025_R16_Svitolina_Swiatek,ALL,SWIATEK,0.48,3.8,-3.8,1.01,0.6,0.3
Miami_2025_R32_Mertens_Swiatek,ALL,SWIATEK,0.52,4.2,-4.3,0.87,0.5,0.3
Miami_2025_R64_Garcia_Swiatek,ALL,SWIATEK,0.63,4.2,-4.8,1.17,0.6,0.3
RG_2024_1st_Swiatek_Jeanjean,ALL,SWIATEK,0.48,5.5,-4.6,0.9,0.6,0.4
RG_2024_F_Swiatek_Paolini,ALL,SWIATEK,0.59,5.0,-5.5,0.9,0.6,0.3
RG_2024_QF_Swiatek_Vondrousova,ALL,SWIATEK,0.51,3.4,-4.6,0.86,0.5,0.3
RG_2024_R16_Swiatek_Potapova,ALL,SWIATEK,0.45,5.2,-5.5,0.88,0.5,0.3
RG_2024_R32_Swiatek_Bouzkova,ALL,SWIATEK,0.44,4.7,-4.6,0.9,0.6,0.3
RG_2024_R64_Swiatek_Osaka,ALL,SWIATEK,0.45,5.5,-5.8,0.92,0.6,0.4
RG_2024_SF_Swiatek_Gauff,ALL,SWIATEK,0.75,2.6,-6.2,0.91,0.3,0.2
Rome_2023_R16_Swiatek_Vekic,ALL,SWIATEK,0.54,3.4,-3.3,1.13,0.7,0.4
Rome_2023_R32_Swiatek_Tsurenko,ALL,SWIATEK,0.48,4.8,-5.2,1.03,0.5,0.3
Rome_2024_F_Swiatek_Sabalenka,ALL,SWIATEK,0.43,6.5,-4.3,1.04,0.6,0.3
Rome_2024_QF_Swiatek_Keys,ALL,SWIATEK,0.36,4.7,-3.8,1.17,0.6,0.4
Rome_2024_R16_Swiatek_Kerber,ALL,SWIATEK,0.45,6.0,-5.6,1.19,0.6,0.3
Rome_2024_R32_Swiatek_Putintseva,ALL,SWIATEK,0.64,4.5,-5.5,0.94,0.6,0.3
Rome_2024_R64_Swiatek_Pera,ALL,SWIATEK,0.68,6.2,-4.8,1.06,0.6,0.3
Rome_2024_SF_Swiatek_Gauff,ALL,SWIATEK,0.51,3.8,-4.6,1.02,0.5,0.3
US_Open_2024_1st_Swiatek_Rakhimova,ALL,SWIATEK,0.46,6.4,-4.6,1.3,0.6,0.3
US_Open_2024_QF_Swiatek_Pegula,ALL,SWIATEK,0.36,5.9,-4.6,0.86,0.7,0.4
US_Open_2024_R16_Swiatek_Samsonova,ALL,SWIATEK,0.44,5.5,-3.7,0.97,0.7,0.4
US_Open_2024_R32_Swiatek_Pavlyuchenkova,ALL,SWIATEK,0.49,4.6,-4.2,1.0,0.6,0.3
US_Open_2024_R64_Swiatek_Shibahara,ALL,SWIATEK,0.49,5.8,-5.5,1.04,0.6,0.3
United_Cup_2024_1st_Swiatek_Haddad-Maia,ALL,SWIATEK,0.41,4.4,-3.5,0.81,0.7,0.4
United_Cup_2024_1st_Swiatek_Sorribes-Tormo,ALL,SWIATEK,0.4,4.4,-4.0,0.82,0.7,0.4
United_Cup_2024_QF_Swiatek_Kerber,ALL,SWIATEK,0.41,5.6,-4.7,1.21,0.7,0.4
United_Cup_2024_R16_Swiatek_Garcia,ALL,SWIATEK,0.39,5.9,-5.4,0.89,0.7,0.4
United_Cup_2024_R32_Swiatek_Zheng,ALL,SWIATEK,0.36,5.8,-3.4,0.88,0.7,0.4
United_Cup_2025_QF_Gauff_Swiatek,ALL,SWIATEK,0.36,5.3,-4.0,0.8,0.7,0.4
United_Cup_2025_R16_Rybakina_Swiatek,ALL,SWIATEK,0.38,5.3,-3.3,1.08,0.7,0.4
United_Cup_2025_R32_Swiatek_Boulter,ALL,SWIATEK,0.36,5.0,-3.9,0.84,0.7,0.4
United_Cup_2025_R64_Swiatek_Helgø,ALL,SWIATEK,0.35,4.1,-3.2,0.93,0.8,0.5
United_Cup_2025_R64_Swiatek_Muchova,ALL,SWIATEK,0.34,4.1,-3.3,1.14,0.7,0.4
WTA_Finals_2024_R32_Swiatek_Gauff,ALL,SWIATEK,0.5,5.4,-5.1,0.95,0.5,0.3
WTA_Finals_2024_R32_Swiatek_Kasatkina,ALL,SWIATEK,0.6,6.1,-5.0,0.91,0.6,0.3
WTA_Finals_2024_R32_Swiatek_Krejcikova,ALL,SWIATEK,0.62,4.6,-5.2,1.18,0.6,0.3
Madrid_2025_QF_Keys_Swiatek,1,SWIATEK,0.89,3.7,-4.6,0.61,0.7,0.3
Madrid_2025_QF_Keys_Swiatek,2,SWIATEK,0.61,5.0,-4.8,0.81,0.6,0.3
Madrid_2025_QF_Keys_Swiatek,3,SWIATEK,0.43,6.1,-5.4,0.91,0.7,0.4
Madrid_2025_R16_Shnaider_Swiatek,1,SWIATEK,0.44,11.3,-7.6,0.84,0.7,0.5
Madrid_2025_R16_Shnaider_Swiatek,2,SWIATEK,0.41,6.7,-5.4,1.11,0.5,0.3
Madrid_2025_R16_Shnaider_Swiatek,3,SWIATEK,0.43,6.9,-5.1,0.97,0.7,0.4
Madrid_2025_R32_Noskova_Swiatek,1,SWIATEK,0.5,5.7,-4.5,1.1,0.6,0.4
Madrid_2025_R32_Noskova_Swiatek,2,SWIATEK,0.53,8.0,-3.5,1.17,0.7,0.5
Madrid_2025_R64_Eala_Swiatek,1,SWIATEK,0.5,3.9,-3.5,0.96,0.7,0.3
Madrid_2025_R64_Eala_Swiatek,2,SWIATEK,,,,,,
Madrid_2025_R64_Eala_Swiatek,3,SWIATEK,0.55,7.1,-4.2,1.12,0.6,0.3
Madrid_2025_SF_Gauff_Swiatek,1,SWIATEK,0.5,4.5,-3.7,1.36,0.5,0.3
Madrid_2025_SF_Gauff_Swiatek,2,SWIATEK,0.54,5.9,-3.6,1.01,0.7,0.4
Madrid_2025_QF_Keys_Swiatek,ALL,SWIATEK,0.62,5.0,-5.0,0.79,0.7,0.4
Madrid_2025_R16_Shnaider_Swiatek,ALL,SWIATEK,0.42,7.4,-5.6,1.02,0.6,0.4
Madrid_2025_R32_Noskova_Swiatek,ALL,SWIATEK,0.51,6.4,-4.2,1.11,0.7,0.4
Madrid_2025_R64_Eala_Swiatek,ALL,SWIATEK,0.54,6.5,-4.1,1.09,0.6,0.3
Madrid_2025_SF_Gauff_Swiatek,ALL,SWIATEK,0.52,5.2,-3.6,1.21,0.6,0.4
